id,title,picture,title_en,title_ja,start_date,end_date,synopsis,mean_score,rank,popularity,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration_seconds,rating,studios,num_list_users,num_scoring_users,watching,completed,on_hold,dropped,plan_to_watch
53088,Pinko no Hiden Curry,https://cdn.myanimelist.net/images/anime/1705/128101.jpg,,ピン子の秘伝カリー,2007,2007,An animated music short featured on the variety program Fight Tension☆School.,,,22559,False,music,finished_airing,"Comedy,Gourmet,Music",1,original,64,pg,DLE,204,87,8,137,4,18,37
53089,Poo Poo Kids,https://cdn.myanimelist.net/images/anime/1476/128102.webp,,プープーキッズ,2007,2007,A comedy series about farting children.,,19544,24632,False,tv,finished_airing,"Comedy,Gag Humor",13,original,60,pg,DLE,135,35,9,50,1,30,45
53090,Honmaguro Toro Tarou,https://cdn.myanimelist.net/images/anime/1699/128103.jpg,,本まぐろ トロ太郎,2008,2008,,,22036,26631,False,tv,finished_airing,Comedy,26,original,60,g,DLE,100,21,6,38,0,19,37
53091,Kajirare Shima no Futatsu no Toudai,https://cdn.myanimelist.net/images/anime/1920/128104.jpg,The Two Lighthouses,カジラレ島のふたつの灯台,2002,2002,Two competing countries build lighthouses on a divided island.,,17678,25618,False,movie,finished_airing,Drama,1,original,814,pg,,115,27,5,48,2,16,44
53092,Bloom,https://cdn.myanimelist.net/images/anime/1817/128105.jpg,,Bloom,2009,2009,"An elf of dandelion takes off her bloom after her boyfriend, who has transformed into down a bit earlier. But there are monsters outside, and they take aim at her. In the outer world with no one to depend on, she grows up bravely.   (Source: YouTube)",,20330,21608,False,movie,finished_airing,"Fantasy,Suspense",1,original,492,pg,,253,97,19,140,2,25,67
53093,Yakeni in the Rain,https://cdn.myanimelist.net/images/anime/1436/128121.jpg,YAKENI in the Rain,やけにインザレイン,2020-12-12,2020-12-12,Official music video for the song Yakeni in the Rain by t+pazolite featuring Watashi Kobayashi.,,,22941,False,music,finished_airing,Music,1,original,145,pg_13,,187,93,4,136,3,11,33
53094,Rebellion,https://cdn.myanimelist.net/images/anime/1210/128130.webp,Rebellion,リベリオン,2022-09-19,2022-09-19,Music video for the song Rebellion by Ado.,7.13,,15166,False,music,finished_airing,"Action,Music",1,original,178,pg_13,,925,549,29,794,7,18,77
53095,Snuff Film,https://cdn.myanimelist.net/images/anime/1135/128142.webp,,スナッフフィルム,2015-04-12,2015-04-12,"Directed and key animated by Yukiko Kai, music by Urban Garde. Graduation work in Tama Art University Department of Graphic Design.",6.28,8666,21603,False,movie,finished_airing,"Avant Garde,Music",1,original,368,pg_13,,253,112,7,158,2,13,73
53096,Isekai Kongou Dai Butoukai feat. Obake,https://cdn.myanimelist.net/images/anime/1213/128143.jpg,I Wanna Be Your Ghost feat. Ghosts,異世界混合大舞踏会 (feat. おばけ),2022-07-17,2022-07-17,Music video for Gen Hosino's song Isekai Kongou Dai Butoukai feat. Obake. ,,,22395,False,music,finished_airing,Music,1,original,243,g,Outline,212,91,5,142,3,15,47
53097,Tokyo Mew Mew New ♡ 2nd Season,https://cdn.myanimelist.net/images/anime/1274/133807.webp,,東京ミュウミュウ にゅ～♡,2023-04-05,2023-06-21,"After a successful showdown at Tokyo Tower, the Mew Mew girls enjoy a temporary respite. Now that Ichigo Momomiya and Masaya Aoyama have confessed their feelings to each other, Ichigo is overjoyed to spend time with her new boyfriend. However, their quick break gets interrupted, and soon the girls must battle against the Chimera Anima yet again. When things go awry in the ensuing fight, Ichigo is placed in grave danger.  Just when things look most bleak, the mysterious Blue Knight arrives and saves Ichigo, proclaiming that he was born to protect her, before disappearing into thin air. With the fate of the world on their shoulders and the identity of the Blue Knight in question, the Mew Mew girls must strive to create balance between alien-fighting and their personal lives.  [Written by MAL Rewrite]",6.72,5991,5725,False,tv,finished_airing,"Mahou Shoujo,Romance,Sci-Fi,Shoujo",12,manga,1380,pg_13,"Yumeta Company,Graphinica",16820,4840,1482,6324,464,538,8004
53098,Suisei (Music),https://cdn.myanimelist.net/images/anime/1732/128186.jpg,,水星,2022-09-20,2022-09-20,Music video by Whale Don't Sleep (Kujira).,,,22722,False,music,finished_airing,Music,1,music,220,g,,196,98,6,136,1,8,45
53101,Inside Night Looper,https://cdn.myanimelist.net/images/anime/1796/128187.jpg,,インサイド・ナイトルーパー,2020-08-23,2020-08-23,Music video for the song Inside Night Looper by Whale Don't Sleep.,,,23004,False,music,finished_airing,Music,1,original,180,pg_13,,184,93,6,129,2,10,37
53102,Chunkun,https://cdn.myanimelist.net/images/anime/1606/128199.jpg,,春困,2018-07-01,2018-07-01,"On a spring day, the heroine falls asleep in her language class and has a dream. In the dream, she goes back to the ancient times, and a story of meeting and knowing a gentleman unfolds.  (Source: Movie Douban, translated)",,20742,24223,False,movie,finished_airing,"Drama,Historical",1,original,403,pg_13,,144,42,5,67,3,29,40
53109,Lupin III vs. Cat's Eye,https://cdn.myanimelist.net/images/anime/1326/131658.jpg,Lupin the 3rd vs Cat's Eye,ルパン三世 VS キャッツ・アイ,2023-01-27,2023-01-27,"Lupin III, the great phantom thief—the man who loves freedom and lives in romance—never fails to steal his prey. The Cat's Eye are the ladies who run the night splendidly and create commotion in the world. They are sometimes phantom thieves, other times three beautiful sisters who run a café.  The mutual target is ""Three Paintings""—which were left behind by the three sisters' father, leading to the dream showdown between Lupin and the Cats. Amidst the mix-up of the charming characters, the story eventually leads to the amazing ""secret"" hidden in the picture... A retro and stylish exhilarating crime action unfolds!  (Source: MAL News)",6.57,6886,9167,True,ona,finished_airing,"Action,Adult Cast,Adventure,Comedy,Mystery,Seinen",1,original,5494,pg_13,TMS Entertainment,5207,2240,185,2880,82,115,1944
53110,Bus Tei Nite...,https://cdn.myanimelist.net/images/anime/1346/128244.jpg,,バス停にて...,1980,1980,"Paper animation, directed and animated by Hideaki Anno while he was at university to show at a college screening ""First Pictures Show"".  (Source: Tokyo International Film Festival)",5.77,11499,18222,False,movie,finished_airing,Comedy,1,original,18,g,,475,245,16,404,1,22,32
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,https://cdn.myanimelist.net/images/anime/1476/128693.webp,Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2,ダンジョンに出会いを求めるのは間違っているだろうかⅣ深章 厄災篇,2023-01-07,2023-03-18,Second part of Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV.,8.25,353,961,False,tv,finished_airing,"Action,Adventure,Fantasy",11,light_novel,1422,r,J.C.Staff,280933,148735,16537,207354,2838,1922,52174
53112,Without U,https://cdn.myanimelist.net/images/anime/1387/128265.jpg,,without U,2019-12-14,2019-12-14,Music video for the title track without U by AZKi from her first nationally-released full album.,6.12,,17163,False,music,finished_airing,"Idols (Female),Music",1,original,284,g,,575,306,16,441,9,21,88
53115,Puppuku Beats,https://cdn.myanimelist.net/images/anime/1567/128271.jpg,,ぷっぷくびーつ,2007,2007,,,19612,26872,False,tv,finished_airing,"Comedy,Music",13,original,60,g,DLE,96,21,5,38,1,20,32
53116,Pitekanto,https://cdn.myanimelist.net/images/anime/1424/128272.jpg,,ピテカント,2007,2007,,,19500,26471,False,tv,finished_airing,Comedy,13,original,105,g,DLE,102,20,6,35,0,20,41
53117,Zujou Kazoku Cavigliano,https://cdn.myanimelist.net/images/anime/1244/128274.jpg,,頭上家族チャビリアーノ,2002,2002,A claymation short film about strange creatures who live atop a middle age office worker's head.,,17246,24984,False,movie,finished_airing,Comedy,1,original,516,pg_13,,127,32,5,53,5,21,43
53118,True North,https://cdn.myanimelist.net/images/anime/1656/128275.jpg,True North,トゥルーノース,2021-06-04,2021-06-04,"When Yohan is nine years old, he, his mother and sister are forcibly relocated to a notoriously cruel political prison camp in North Korea.  His innocence is gradually eroded by the harsh brutality of the camp, while the rest of his family tries to maintain their decency and compassion for their fellow humans.  Years later, after being devastated by the sudden and tragic loss of a loved one, he begins to reassess the meaning of his life - even as he struggles to survive in the worst imaginable living conditions.  (Source: Official Site)",,15819,22048,False,movie,finished_airing,"Drama,Historical",1,original,5604,pg_13,,229,31,35,54,9,29,102
53119,Ame Koujou,https://cdn.myanimelist.net/images/anime/1035/128276.jpg,Candy Factory,飴工場,2003,2003,Ghosts appear at a candy factory and have some fun with the workers.,,19904,24582,False,movie,finished_airing,"Supernatural,Workplace",1,original,390,g,,136,28,3,50,9,34,40
53121,Pacalien,https://cdn.myanimelist.net/images/anime/1695/128278.webp,,パカリアン,2017-06-03,2017-06-03,"Romeros is an alien investigator who looks like an alpaca. When he lands on Earth, he finds his spaceship damaged and becomes disconnected with his planet. He arrives on a mountain where a person wearing a weird mask is waiting for him.  (Source: Short Shorts Film Festival & Asia) ",,19375,22223,False,movie,finished_airing,"Anthropomorphic,Comedy,Horror,Sci-Fi",1,original,640,pg_13,Angle,220,33,40,58,7,32,83
53122,Mirror,https://cdn.myanimelist.net/images/anime/1430/128281.jpg,Mirror,MIRROR,2012,2012,"The theme in this animation is doppelganger. This is story of one man and myself. Their memory, dream and hallucination are talked about in turn and their past and future go to gradually mix.",5.73,11664,21368,False,movie,finished_airing,Avant Garde,1,original,350,pg_13,,266,119,6,162,0,14,84
53125,Eiga no Yousei: Fill and Moo,https://cdn.myanimelist.net/images/anime/1649/128300.jpg,Fill and Moo,映画の妖精 フィルとムー,2017,2017,"Fill is a film fairy who lives alone in ruins. She looks lonely. One day, a projector shows up in front of her, and suddenly old films appear among the sound of rolling film. Fill is roped into the screen by a film seed named Moo, and the journey of Fill and Moo begins.  (Source: Winter Film Awards)",,21237,23846,False,movie,finished_airing,"Adventure,Fantasy,Kids",1,original,480,g,Angle,155,57,14,89,1,23,28
53126,Yamada-kun to Lv999 no Koi wo Suru,https://cdn.myanimelist.net/images/anime/1298/134178.webp,My Love Story with Yamada-kun at Lv999,山田くんとLv999の恋をする,2023-04-02,2023-06-25,"After her boyfriend breaks up with her for another girl, college student Akane Kinoshita wrestles with a broken heart and the memories he left behind. Loading up Forest of Savior, the MMO they used to play together, she forms a plan to get back at her ex-boyfriend through an in-person event for the game. In the process, she runs into someone unexpected: Akito Yamada, a gaming legend who just happens to be her guildmate.  Desperate for support, Akane ropes the asocial Yamada into helping with her scheme and lending her a shoulder to cry on. The differences between Akane and Yamada soon become apparent as they spend time together, yet they cannot help but notice each other's inner qualities. As the two gain more experience with one another in and out of the game, their tentative acquaintance may level up in a way neither expects.  [Written by MAL Rewrite]",7.76,1184,479,False,tv,finished_airing,"Romance,Video Game",13,web_manga,1420,pg_13,Madhouse,517769,271560,56746,335213,11292,20117,94246
53127,Fate/strange Fake: Whispers of Dawn,https://cdn.myanimelist.net/images/anime/1220/136619.webp,Fate/strange Fake: Whispers of Dawn,Fate/strange Fake -Whispers of Dawn-,2023-07-02,2023-07-02,"In the American city of Snowfield, a new Holy Grail War is about to erupt. Such ruthless confrontations pit against each other magic experts known as magi, who ascend to the status of Master by summoning Servants—heroic spirits of the past. The winner is thought to have any one of their wishes granted.  However, it appears that the organization behind the present situation has merely managed to create an imperfect copy of the Third Holy Grail War. As the unusual ritual catches the attention of the Mage's Association in London, Flatt Escardos, the young apprentice of Lord El-Melloi II—a former participant of the Fourth Holy Grail War—travels to Snowfield and, to the great dismay of his teacher, joins the ranks of the Masters.  In this fake conflict where the line between Masters and Servants is blurred, the different factions will have a hard time preventing the city of Snowfield from plunging into total chaos.  [Written by MAL Rewrite]",8.18,443,2336,False,tv_special,finished_airing,"Action,Fantasy,Urban Fantasy",1,light_novel,3354,r,A-1 Pictures,99698,49999,3935,63850,815,308,30757
53128,Atri: My Dear Moments,https://cdn.myanimelist.net/images/anime/1825/143408.webp,Atri -My Dear Moments-,ATRI -My Dear Moments-,2024-07-14,2024-10-06,"Due to the dramatic rise of the sea levels, humanity has lost a significant part of its inhabitable lands, forcing it to rely on pre-existing technology to survive. Among the many people affected by the tragedy, Natsuki Ikaruga, a brilliant recent graduate who had lost a leg in a submarine accident, is now reduced to living a miserable life on a near-deserted island.  After Natsuki encounters a mysterious woman named Catherine, he uncovers an advanced humanoid robot that belonged to his grandmother Nonko, a renowned climatologist. Atri, the salvaged robot with the appearance and demeanor of a young girl, reveals to Natsuki that Nonko has tasked her with an important mission, but she has forgotten what it was.  Although Natsuki was initially planning to sell Atri, the opportunity to connect with his grandmother's research through Atri makes him rethink his decision. Natsuki once had to sacrifice his dream to partake in a prestigious scientific mission. But as he opens up to his fellow islanders, he discovers that he can still make a difference in a desolate world.  [Written by MAL Rewrite]",7.2,3466,2670,False,tv,finished_airing,"Drama,Romance,Sci-Fi",13,visual_novel,1470,pg_13,TROYCA,80193,23868,10105,25185,2773,5503,36526
53129,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,https://cdn.myanimelist.net/images/anime/1540/134808.webp,Rascal Does Not Dream of a Sister Venturing Out,青春ブタ野郎はおでかけシスターの夢を見ない,2023-06-23,2023-06-23,"Sakuta Azusagawa's little sister, Kaede, is wrapping up middle school and needs to make an important decision. The school counselor believes it is in Kaede's best interest to attend an online high school, given her history of being a shut-in and her crippling phobia of traditional classrooms. However, Kaede wishes to enroll in Minegahara High School, just like her brother, as she desperately hopes for a typical high school experience. She pleads with Sakuta; his girlfriend, Mai Sakurajima; and Mai's half-sister, Nodoka Toyohama, to help her study for the entrance exam—and they enthusiastically agree. But her envisioned high school life does not unfold as planned. With her unresolved trauma coming to a head, Kaede grapples with the conflict of determining what sort of future path she truly wants to embark upon.  [Written by MAL Rewrite]",7.75,1209,1456,False,movie,finished_airing,"Drama,Romance,School,Supernatural",1,light_novel,4433,pg_13,CloverWorks,183825,78202,5844,98571,1791,398,77164
