id,title,picture,title_en,title_ja,start_date,end_date,synopsis,mean_score,rank,popularity,nsfw,media_type,status,genres,num_episodes,source,average_episode_duration_seconds,rating,studios,num_list_users,num_scoring_users,watching,completed,on_hold,dropped,plan_to_watch
415,Tonari no Yamada-kun,https://cdn.myanimelist.net/images/anime/6/64545.webp,My Neighbors the Yamadas,ホーホケキョ となりの山田くん,1999-07-17,1999-07-17,"From squabbles about groceries against the ambient noise of the TV to their daily shenanigans, the Yamada family invites only a few unusual gazes—similar to any typical household. But despite their prickly exteriors, each of them genuinely cares for one another, making sure to smile and laugh through their otherwise dull and mundane lives. Tonari no Yamada-kun is an intimate and fun look into the lives of a typical Japanese family.  [Written by MAL Rewrite] ",7.09,4110,3366,False,movie,finished_airing,"Award Winning,Comedy",1,4_koma_manga,6227,g,Studio Ghibli,53117,28921,807,37448,563,662,13628
416,Kurenai no Buta,https://cdn.myanimelist.net/images/anime/1728/138709.jpg,Porco Rosso,紅の豚,1992-07-18,1992-07-18,"After a curse turned him into a pig, World War I ace Marco Pagot becomes Porco Rosso, a mysterious bounty hunter who takes down sky pirates in the Adriatic Sea. He whiles away his days on a secluded island, rarely leaving other than to collect bounties or to visit the beautiful Gina, a songstress and owner of the Hotel Adriano.  One day, while traveling to fix his faulty engine, Porco Rosso is gunned down by a young American hotshot named Donald Curtis. Thrilled at the possibility of fame, Donald boldly declares that the flying pig is dead. Not wanting to disappoint Gina, Porco Rosso flees to the famous Piccolo S.P.A. airplane company and takes out a massive loan in order to repair and improve his fighter plane. There, he is surprised to find that the chief engineer of Piccolo S.P.A. is the 17-year-old Fio Piccolo, who hungers for a chance to prove herself. With Fio's improvements, Porco Rosso prepares to challenge Donald officially and regain his honor.  [Written by MAL Rewrite]",7.96,750,970,False,movie,finished_airing,"Action,Adventure,Award Winning,Comedy,Drama,Historical,Military,Romance",1,manga,5599,g,Studio Ghibli,279453,175713,3643,228864,1404,820,44699
417,Ragnarök The Animation,https://cdn.myanimelist.net/images/anime/10/2589.webp,Ragnarok the Animation,RAGNARÖK THE ANIMATION,2004-04-07,2004-09-29,"A great evil is sweeping over the realm; an evil that the young swordsman Roan and his life-long companion, the acolyte Yufa, must face head on! For these two travel toward their destiny, from the highest towers to the depths of the underworld, through forest and desert alike. With an ever-growing cast of fellow heroes, fate will grasp these travelers by their very souls and propel the band of skilled adventurers towards a noble end. Or ignoble, if they don't watch their step!  Monsters are afoot and the way rife with danger and magic, the path forward may be unclear... But where will is strong, there is a way! Lessons wait in the depths of darkness, and good must prevail. The journey starts now!  (Source: FUNimation Entertainment)",6.45,7646,3402,False,tv,finished_airing,"Action,Fantasy",26,game,1440,pg_13,G&G Entertainment,52165,25100,2244,31296,2009,3887,12721
418,Ranma ½: Chuugoku Nekonron Daikessen! Okite Yaburi no Gekitou-hen!!,https://cdn.myanimelist.net/images/anime/13/76023.webp,"Ranma ½: Big Trouble in Nekonron, China",らんま 1/2 中国寝崑崙大決戦! 掟やぶりの激闘編!!,1991-11-02,1991-11-02,"All is well at the Tendo residence when from out of nowhere, a Chinese girl named Lychee appears, seeking revenge on Happosai for a broken promise made since her birth. Things get worse when Kirin and the Seven Lucky Gods appear and abduct Akane to take as his wife. Ranma and the gang must travel to Nekonron, China, and save Akane from getting married to Kirin.   (Source: ANN)",7.23,3336,4909,False,movie,finished_airing,"Adventure,Comedy,Magical Sex Shift,Shounen",1,manga,4440,pg_13,Studio Deen,24823,13000,395,19411,288,193,4529
419,Samurai Deeper Kyou,https://cdn.myanimelist.net/images/anime/1376/147349.jpg,Samurai Deeper Kyo,SAMURAI DEEPER KYO,2002-07-02,2002-12-24,"In the year 1600, at the fog-covered battlefield of Sekigahara, a fierce battle was waged by two exemplary swordsmen. One was Kyoushirou Mibu, a skilled and noble warrior in possession of the unique powers of the Mibu Clan. The other was the thousand-man slayer, with eyes and hair the color of blood, ""Demon Eyes"" Kyou. Their legendary clash was cut short when a meteor from the heavens fell down upon that battlefield, leaving both to vanish in its wake.  Samurai Deeper Kyou begins four years after that battle, when a gun-wielding bounty hunter by the name of Yuya Shiina hunts down Kyoushirou—now a perverted, traveling medicine-man who has built up a large debt. On her way to claim his bounty, they are attacked by an inhuman monster that seeks to devour Kyoushirou. This encounter awakens ""Demon Eyes"" Kyou, whose mind has been trapped inside of Kyoushirou's body ever since that fateful battle. Thus begins a grand tale of legendary two swordsmen and the discovery of their secrets.",6.88,5095,3158,False,tv,finished_airing,"Action,Adventure,Comedy,Historical,Samurai,Shounen,Supernatural",26,manga,1460,pg_13,Studio Deen,59409,27290,2714,33164,2885,3673,16961
420,Spriggan,https://cdn.myanimelist.net/images/anime/1549/134328.jpg,Spriggan,スプリガン,1998-09-05,1998-09-05,"Long before the era of prehistoric man, an advanced alien species inhabited Earth. Negligent of the power they held, these beings ultimately caused their own demise. However, the aliens left behind a warning to future civilizations on indestructible tablets: to destroy any remains of the ruinous technology created by their kind.  In modern times, the ARCAM Corporation and their paramilitary unit—the Spriggans—seek to seal the relics away and prevent renegade actors from exploiting their powers. Following ARCAM's recent discovery in the Ararat Mountains of what is believed to be the mythic Noah's Ark, Spriggan Yuu Ominae has been dispatched to investigate.  However, the site is ambushed by the US Machine Corps—a radical faction of the Department of Defense led by Colonel MacDougall. On the Pentagon's orders, MacDougall seeks to secure ARCAM's lead scientist and seize the artifact. Teamed up with fellow Spriggan Jean Jacquemondo, Yuu must stop MacDougall and the Machine Corps' elite soldiers from advancing on the Ark before it is too late.  [Written by MAL Rewrite] ",6.68,6193,3919,False,movie,finished_airing,"Adventure,Military,Sci-Fi,Shounen",1,manga,5431,r,Studio 4°C,40552,15416,2270,20646,574,389,16650
421,Stratos 4,https://cdn.myanimelist.net/images/anime/8/67337.jpg,,ストラトス・フォー,2003-01-05,2003-03-30,"The Earth has developed a defense system against large meteorites that are on a collision course with it. This protection system is made up of the Comet Blasters based in several space stations as the 1st line of defense, using nuclear warheads launched by spaceships. The 2nd line of defense consists of the Meteor Sweepers launching from ground airbases using hypersonic planes with special missiles to deal with the resulting debris from the blasts. Mikaze is a troubled girl that is a trainee pilot for a Meteor Sweeper team that dreams of becoming a prestigious Comet Blaster pilot. Stratos 4 revolves around Mikaze's and her teammates' challenges to become real pilots, while the Earth faces the threats that come from space.  (Source: ANN, edited by Falre)",6.62,6575,6194,False,tv,finished_airing,"Comedy,Military,Sci-Fi",13,original,1425,pg_13,Studio Fantasia,13686,5289,650,6743,486,655,5148
422,Stratos 4 OVA,https://cdn.myanimelist.net/images/anime/7/7664.webp,,ストラトス・フォー OVA,2004-05-28,2004-08-01,"After successfully returning to Earth on the renovated Stratos 4, the four main characters are visited by the Comet Blasters Chizuru Kubo and Annette Kerry, who bring them a shocking video.  Meanwhile, Orbital Station 7 is in serious trouble...  This two-episode OVA comes between the first and second seasons.  (Source: ANN, edited by Glenn Magus Harvey)",6.65,6380,10129,False,ova,finished_airing,"Comedy,Military,Sci-Fi",2,original,1696,pg_13,Studio Fantasia,3884,1570,156,2306,88,102,1229
423,Stratos 4 Advance,https://cdn.myanimelist.net/images/anime/7/67335.webp,,ストラトス・フォー アドヴァンス,2005-03-05,2006-01-27,"Having failed the Comet Blaster exams mysteriously, Mikaze and her friends are sent back to the Shimoji Island base, where, with three new Meteor Sweeper trainees around, they have been promoted to instructor positions.  Meanwhile, more comets are on their way to Earth, and the mysteries behind the rift in the Cosmic Emergency Management Agency—as well as the alien parasites—begins to unravel.",6.77,5663,9976,False,ova,finished_airing,"Comedy,Military,Sci-Fi",6,original,1560,pg_13,Studio Fantasia,4053,1682,159,2390,130,134,1237
424,Dirty Pair,https://cdn.myanimelist.net/images/anime/2/20673.jpg,Dirty Pair,ダーティペア,1985-07-15,1985-12-26,"If you're in a big trouble, call the World Welfare Work Association or WWWA. They will send out a team of highly trained capable agents called Trouble Consultants who can solve your problems. But if the team they send you is the Dirty Pair, there will be a lot of collateral damage aside from solving your problems.  (Source: AniDB)",7.22,3369,4064,False,tv,finished_airing,"Adventure,Comedy,Sci-Fi",24,light_novel,1467,r+,Sunrise,37627,8140,2858,9338,1855,1246,22320
425,Shiritsu Araiso Koutougakkou Seitokai Shikkoubu,https://cdn.myanimelist.net/images/anime/7/31701.jpg,Araiso Private High School Student Council Executive Committee,私立荒磯高等学校生徒会執行部,2002-03-29,2002-07-26,Kubota Makoto and Tokitoh Minoru (characters from Kazuya Minekura's manga Wild Adaptor—though no reference is made to the darker storyline of WA in this light-hearted anime)—are the muscle of their high school's all-powerful student council. They defend the student body from disorder—generated by both humans and demons—while avoiding their classes.  (Source: ANN),6.34,8269,7773,False,ova,finished_airing,"Boys Love,Comedy,Sports",2,manga,1582,pg_13,Nippon Animation,7819,3520,194,4925,125,221,2351
426,Final Fantasy,https://cdn.myanimelist.net/images/anime/10/88663.webp,Legend of the Crystals: Final Fantasy,ファイナルファンタジー,1994-03-21,1994-07-21,"Two hundred years have passed since the hero Bartz and his companions saved the inhabitants of Planet R—a world where crystals control the natural elements—from the threat of Exdeath. However, agents of the wizard Ra Devil steal the crystals of Earth, Fire, and Water. With three of the four crystals in his possession, Ra Devil seeks to claim the Wind Crystal, the final piece he needs to summon the destructive god Deathgyunos.   Novice summoner Linaly—a direct descendant of Bartz—lives with her grandfather Hassam. After receiving an ominous message about the Wind Crystal, Hassam travels to the Wind Temple. Concerned for his safety, Linaly suggests that they make the journey together. On their trip, they encounter Prettz, a rowdy yet amiable swordsman, who is captivated by the young girl and accompanies the duo for his own mysterious reasons.  During a battle, an antlion monster injures Hassam, leaving him bedridden. As a result, the responsibility of securing the Wind Crystal falls on Linaly, with Prettz assuming the role of her guardian as they continue their perilous adventure.  [Written by MAL Rewrite]",6.05,9995,5737,False,ova,finished_airing,"Action,Adventure,Comedy,Fantasy",4,game,1800,pg_13,Madhouse,16742,6900,454,9474,409,538,5861
427,Kaleido Star,https://cdn.myanimelist.net/images/anime/1230/98847.webp,Kaleido Star,カレイドスター,2003-04-03,2004-03-27,"The Kaleido Stage is known throughout the world for captivating audiences with its amazing acrobatics, innovative routines, and extravagant costumes and sets. It is a place for guests to believe in magic, and Sora Naegino wants nothing more than to be a part of that magic—by becoming an acrobat for the famed circus herself.  To realize her dream, she travels from Japan to California to audition for a place in the group. However, Sora learns that she needs much more than her natural talent to bring joy to the faces in the crowd. She quickly discovers just how difficult it is to be a professional performer where the stakes—and the stunts—are higher and mistakes spell danger! To put on performances worthy of the Kaleido Stage, she will need to endure rigorous training, unconventional assignments, fierce competition, and the antics of a mischievous spirit named Fool.  Can Sora reach new heights, make new friends, conquer her fears, and surpass her limits to become a Kaleido Star?  [Written by MAL Rewrite]",7.9,861,2459,False,tv,finished_airing,"Comedy,Drama,Performing Arts,Showbiz,Supernatural",51,original,1431,pg_13,Gonzo,91565,37392,4826,46770,4866,4753,30338
428,Kaleido Star: Aratanaru Tsubasa - Extra Stage,https://cdn.myanimelist.net/images/anime/10/23761.webp,Kaleido Star: New Wings Extra Stage,カレイドスター ～新たなる翼～ EXTRA STAGE,2004-09-24,2004-09-24,"Sora Naegino has finally consolidated herself as Kaleido Stage's greatest star ever, and a new star starts to shine as Rosetta Passel is selected to participate in the next attraction in a main role. But when things start to go wrong in the rehearsals, Rosetta starts to question her abillity to take the role, as her own capacity to remain in Kaleido Stage. Meanwhile, Fool also struggles with his demons from the past. ",7.44,2273,5938,False,ova,finished_airing,"Comedy,Drama,Performing Arts,Showbiz,Supernatural",1,original,1459,pg,Gonzo,15255,7840,264,11718,149,139,2981
429,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,https://cdn.myanimelist.net/images/anime/7/28863.jpg,Kaleido Star: Legend of Phoenix - The Layla Hamilton Story,カレイドスター Legend of Phoenix ～レイラ・ハミルトン物語～,2005-12-11,2005-12-11,"Layla is going to perform Phoenix in Broadway. Playing this important role, she sets out on a journey by bicycle alone without leaving any message in order to find out what she's missing inside.",7.83,1021,5885,False,ova,finished_airing,"Comedy,Drama",1,original,3000,pg,Gonzo,15632,7479,497,11161,164,193,3613
430,Fullmetal Alchemist: The Conqueror of Shamballa,https://cdn.myanimelist.net/images/anime/1707/94039.webp,Fullmetal Alchemist: The Movie - Conqueror of Shamballa,劇場版 鋼の錬金術師 シャンバラを征く者,2005-07-23,2005-07-23,"In desperation, Edward Elric sacrificed his body and soul to rescue his brother Alphonse, and is now displaced in the heart of Munich, Germany. He struggles to adapt to a world completely foreign to him in the wake of the economic crisis that followed the end of World War I. Isolated and unable to return home with his alchemy skills, Edward continues to research other methods of escaping the prison alongside colleagues who bear striking resemblances to many of the people he left behind. As dissent brews among the German citizenry, its neighbors also feel the unrest of the humiliated nation.  Meanwhile, Alphonse continues to investigate Edward's disappearance, delving into the science of alchemy in the hopes of finally reuniting with his older brother.   [Written by MAL Rewrite]",7.5,2036,777,False,movie,finished_airing,"Action,Adventure,Award Winning,Drama,Fantasy,Historical,Military,Shounen",1,manga,6296,r,Bones,343509,212600,3518,295104,1799,1075,41992
431,Howl no Ugoku Shiro,https://cdn.myanimelist.net/images/anime/1470/138723.jpg,Howl's Moving Castle,ハウルの動く城,2004-11-20,2004-11-20,"That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop.   However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman.  In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart.  [Written by MAL Rewrite]",8.67,77,100,False,movie,finished_airing,"Adventure,Award Winning,Drama,Fantasy,Romance",1,novel,7149,g,Studio Ghibli,1455019,1003196,19921,1306391,3976,1593,123063
432,Iria: Zeiram The Animation,https://cdn.myanimelist.net/images/anime/1193/112905.jpg,Iria: Zeiram The Animation,イ・リ・ア ゼイラム The Animation,1994-06-23,1994-11-21,"Iria is the story of a girl and the Alien being she loves to hate. The series begins with her brother, Gren, taking a job. He is a bounty hunter, and one well known for his incredible skill. Iria, being a skilled apprentice bounty hunter herself, tags along. What is the job, one might ask. It is to find out what has happened to the crew and cargo of a Space Station. Needless to say, nothing is as it seems, and the war between Iria and Zeiram begins in earnest.  ",7.05,4285,4510,False,ova,finished_airing,"Action,Adventure,Sci-Fi,Space",6,original,1720,r,Ashi Productions,30219,10950,1575,13835,760,597,13447
433,"Kumo no Mukou, Yakusoku no Basho",https://cdn.myanimelist.net/images/anime/1725/133738.webp,The Place Promised in Our Early Days,雲のむこう、約束の場所,2004-11-20,2004-11-20,"Hiroki Fujisawa and Takuya Shirakawa harbor admiration for two things in their life: their classmate Sayuri Sawatari and the vast Ezo Tower that stands boundlessly across the Tsugaru Strait. Fascinated by the limitless structure beyond their reach, Hiroki and Takuya begin constructing an aeroplane from a fallen drone they discovered—naming it the Bella Ciela—to fulfill their dream of one day reaching the sky-scraping top of the tower. Later joined by the girl they love, Hiroki and Takuya promise Sayuri to fly with her to the seemingly otherworldly top together. However, Japan has suffered a North-South partitioning that has fueled conflict near the base of the tower, which marks the border between the America-controlled Southern islands and the Northern lands occupied by the Soviet Union.  Further along, Sayuri suddenly disappears, and Hiroki and Takuya never see her again. Unbeknownst to them, she fell victim to a sleeping disorder that left her comatose for the past three years. Although Hiroki and Takuya later learn about Sayuri's condition, they also discover that the girl's unconscious state is oddly linked to the same tower the trio had promised to conquer together.  [Written by MAL Rewrite] ",7.41,2410,1199,False,movie,finished_airing,"Award Winning,Drama,Military,Romance,Sci-Fi",1,original,5420,pg_13,CoMix Wave Films,229121,95621,6299,120484,2898,1654,97746
434,Legend of Lemnear: Kyokuguro no Tsubasa Valkisas,https://cdn.myanimelist.net/images/anime/8/26903.webp,Legend of Lemnear,Legend of Lemnear 極黒の翼 バルキサス,1989-07-25,1989-07-25,"The young and beautiful Lemnear's home village is destroyed and her brother is taken away. Lemnear swears to kill the evil wizard Gardin who is responsible for the disaster. With her allies Lemnear goes on a journey to take her revenge. She doesn't know, though, that there is someone above Gardin...   (Source: ANN) ",5.56,12371,7053,False,ova,finished_airing,"Action,Adventure,Fantasy",1,original,2556,r+,AIC,10033,4359,359,5683,134,143,3712
435,Magic Knight Rayearth,https://cdn.myanimelist.net/images/anime/1683/97042.webp,Magic Knight Rayearth,魔法騎士（マジックナイト）レイアース,1994-10-17,1995-03-13,"Hikaru Shidou, Umi Ryuuzaki, and Fuu Hououji are strangers brought together by fate when they meet during a seemingly normal field trip to Tokyo Tower. Accompanied by a great flash of light, they hear a mysterious woman's plea to save ""Cephiro,"" and the junior high heroines are suddenly swept away by a giant flying fish. Afterwards, they arrive in an unknown land, where they encounter a man called Master Mage Clef.  Clef informs the girls that they were summoned by Princess Emeraude to fulfill their destinies as Magic Knights, restoring peace and balance in Cephiro. The formerly lively and peaceful land has been in disarray ever since High Priest Zagato imprisoned the princess, who acted as Cephiro's pillar of stability. The Magic Knights reluctantly accept Clef's words as truth and embark on a journey to save Cephiro from the clutches of evil.  [Written by MAL Rewrite]",7.45,2232,2728,False,tv,finished_airing,"Adventure,Comedy,Drama,Fantasy,Isekai,Mecha,Shoujo",20,manga,1473,pg_13,Tokyo Movie Shinsha,77319,31071,4251,39981,3389,2994,26691
437,Perfect Blue,https://cdn.myanimelist.net/images/anime/1254/134212.webp,Perfect Blue,パーフェクトブルー,1998-02-28,1998-02-28,"J-pop idol group CHAM! has spent the last two years entertaining its fans. Sadly, all good things must come to an end, and CHAM! must see one of its members, Mima Kirigoe, leave the group to pursue her acting career. While Mima's choice is met with a mixed response, she hopes her fans will continue to support her.  However, Mima's life begins to change drastically after her departure from the group. Wanting to shed her pop-idol image, she takes on a role in a crime drama series, and her career as an actress gradually becomes more demanding and taxing for both Mima and her manager, Rumi Hidaka. To add to Mima's growing unease, an obsessed fan who is incapable of accepting that Mima has quit being an innocent idol, begins stalking her; a new anonymous website begins to impersonate her life with intricate detail; and CHAM! also appears to be doing better without her. One by one, each disturbing development drives Mima to become increasingly unhinged and unable to distinguish reality from fantasy.  [Written by MAL Rewrite]",8.55,131,278,False,movie,finished_airing,"Adult Cast,Avant Garde,Award Winning,Drama,Horror,Psychological,Showbiz,Suspense",1,novel,4903,r+,Madhouse,792669,426315,18168,528906,4922,2034,238555
438,Phantom The Animation,https://cdn.myanimelist.net/images/anime/12/75176.webp,Phantom: The Animation,ファントム THE ANIMATION,2004-02-27,2004-11-26,"Zwei was an ordinary person, until one day, while walking the streets a night, he witnessed a brutal assassination. He managed to avoid the sniper, a young girl named Ein, but was soon captured, and had the memories of his former life erased. He is spared death only by accepting a condition: to train to become an assassin alongside Ein. Now, he must find a way to free himself from this shady world and reclaim his life once again.  (Source: ANN)",6.44,7727,5931,False,ova,finished_airing,"Action,Drama,Organized Crime",3,visual_novel,1692,r,Arcs Create,15314,6192,541,8501,319,350,5600
439,RG Veda,https://cdn.myanimelist.net/images/anime/1487/112102.webp,RG Veda,聖伝,1991-06-01,1992-06-21,"The fearsome warrior Taishaku-ten rebelled against the world-ruling gods three hundred years ago and began his own oppressive reign. His dominion remained unchecked for years—until one day, the blind prophet Kuyou prophesied that warriors known as the Six Stars and a child of the vanished race called Ashura would defeat Taishaku-ten.   Ashura, marked by his pointed ears and golden eyes; Yasha-ou, a robust warrior; and four other Stars prepare to challenge Taishaku-ten. In order to do so, they must journey across tarnished landscapes and battle monstrous demons that have plagued the land. But as the wheels of fate turn, Ashura and Yasha-ou must find the sixth Star before it is too late.   [Written by MAL Rewrite]",6.04,10040,7084,False,ova,finished_airing,"Adventure,Drama,Fantasy",2,manga,2580,pg_13,animate Film,9922,4070,306,5421,212,203,3776
440,Shoujo Kakumei Utena,https://cdn.myanimelist.net/images/anime/1078/95285.webp,Revolutionary Girl Utena,少女革命ウテナ,1997-04-02,1997-12-24,"Years ago, a tragic incident befell a young princess when both her parents died. Devastated, it seemed nothing would calm this poor soul. However, a prince traveling through the area came to see the princess, hoping to cheer her up. After wiping her sorrowful tears, the prince gave her a ring carrying a rose emblem and told her as long as she holds onto the ring, they are destined to meet again. The event leaves a deep impression on the girl, Utena Tenjou, leading her to become a prince herself.   Years later, Utena attends Ootori Academy, recognized by the same rose emblem as her precious ring's. There, attracted by the scent of roses, she witnesses Anthy Himemiya tending the flowers, accompanied by the Student Council President Touga Kiryuu and Vice President Kyouichi Saionji, who seem to be arguing over Anthy. While Utena thinks nothing of the occurrence, the Student Council gathers to discuss an important matter.   Subsequently, a misunderstanding leads to Utena being dragged into the world of Duelists—those with rings similar to her own. The Duelists fight for the ownership of the Rose Bride, Anthy Himemiya, who is said to possess great power. Wanting to prove her capabilities as a prince, and enraged that Anthy is being wronged and objectified, Utena resolves to fight against the Duelists to save her from the cruel fate.  [Written by MAL Rewrite] ",8.23,381,1139,False,tv,finished_airing,"Award Winning,Drama,Mahou Shoujo,Psychological,School",39,original,1410,pg_13,J.C.Staff,241214,70181,20440,78047,14088,7784,120829
441,Shoujo Kakumei Utena: Adolescence Mokushiroku,https://cdn.myanimelist.net/images/anime/1268/107516.jpg,Revolutionary Girl Utena: The Adolescence of Utena,少女革命ウテナ　アドゥレセンス黙示録,1999-08-14,1999-08-14,"All eyes are on Utena Tenjou, a mysterious transfer student to Ohtori Academy. But Utena's eyes seem to be fixed on one familiar face that stands out among the rest—Touga Kiryuu, Utena's childhood friend. Touga knows of Utena's past and possesses knowledge of the Mark of the Rose, a set of unique rings worn by those who compete for the hand of the Rose Bride. The Rose Bride, Himemiya Anthy, belongs to whomever wins her in a duel, and the one that wins all the duels is said to be given the power to bring revolution to the world. Utena is drawn into the duels, but Touga and their complicated history together may end up unraveling everything. Nothing is as it seems in this retelling of the original anime series.  [Written by MAL Rewrite]",7.68,1419,3154,True,movie,finished_airing,"Avant Garde,Drama,Girls Love,Mahou Shoujo,School",1,original,5112,r+,J.C.Staff,59517,29474,1315,38783,582,463,18362
442,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo!,https://cdn.myanimelist.net/images/anime/1231/134484.webp,Naruto the Movie 1: Ninja Clash in the Land of Snow,劇場版　NARUTO　大活劇！雪姫忍法帖だってばよ!!,2004-08-21,2004-08-21,"Naruto Uzumaki and his squadmates, Sasuke Uchiha and Sakura Haruno, are sent on a mission to escort a movie crew on its way to film in the Land of Snow. They soon find out that they are accompanying a famous actress, Yukie Fujikaze, who persistently refuses to travel there, making the trip far more difficult than originally intended. After a surprising encounter with ninjas from the Land of Snow, Naruto discovers that there is more to Yukie than meets the eye.   Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! follows the group as they attempt to overcome the obstacles in the Land of Snow and unveil Yukie's true purpose there as well.  [Written by MAL Rewrite]",7.13,3908,865,False,movie,finished_airing,"Action,Adventure,Fantasy,Shounen",1,manga,4958,pg_13,Studio Pierrot,315292,191512,2797,294880,948,786,15864
443,Onegai☆Teacher: Himitsu na Futari,https://cdn.myanimelist.net/images/anime/5/33671.webp,Please Teacher!: Secret Couple,おねがい☆ティーチャー ヒミツなふたり,2002-10-25,2002-10-25,"Kei and Mizuho are having some marital difficulties, and Mizuho's family decides it's high time for a visit.   (Source: ANN)",7.26,3157,3455,False,ova,finished_airing,"Comedy,Ecchi,Romance,Sci-Fi",1,original,1279,pg_13,Daume,50663,29948,782,42798,397,283,6395
444,Maria-sama ga Miteru: Haru,https://cdn.myanimelist.net/images/anime/9/75208.jpg,Maria Watches Over Us: Printemps,マリア様がみてる～春～,2004-07-04,2004-09-26,"The spring term is beginning for the students at Lillian Girls' Academy. Friends are reunited, but for the Yamayuri Council, it's a bittersweet time. Yoko, Eriko, and Sei are busy preparing to depart Lillian while Sachiko, Rei, and Shimako are doing their best to ensure that their dear sisters receive a memorable commencement.  Sei's departure will leave a sizable hole in the White Roses, and filling it won't be easy. But is there anyone who could appeal to Shimako enough to become the next Rosa Gigantea en bouton?  (Source: RightStuf)",7.61,1638,4515,False,tv,finished_airing,"Drama,Girls Love,School,Shoujo",13,light_novel,1433,pg_13,Studio Deen,30100,13751,1173,18266,760,726,9168
445,Tales of Eternia The Animation,https://cdn.myanimelist.net/images/anime/11/42089.webp,Tales of Eternia,テイルズ オブ エターニア THE ANIMATION,2001-01-08,2001-03-26,"In order to prevent the catastrophe called the Grand Fall, Rid Hershel and his companions Farah, Keel and Meredy have obtained the three Greater Spirits (""Craymels"" in the game version) of Inferia. En route to Mount Farlos, Rid is kidnapped by the bounty hunter Marone Blucarno, and the party is compelled to head to Belcarnu, an archipelago far from the major cities of Inferia. A series of adventures forces them to remain on the islands, where a more immediate threat to Inferia sleeps.  (Source: ANN)",6.18,9265,5505,False,tv,finished_airing,"Adventure,Comedy,Fantasy,Romance",13,game,1306,pg_13,Xebec,18669,7025,796,9170,647,843,7210
446,Weiß Kreuz Glühen,https://cdn.myanimelist.net/images/anime/9/23693.webp,Knight Hunters Eternity,ヴァイスクロイツ・グリーエン,2002-11-28,2003-03-20,"Koua is an academy that brings Japanese's most talented people and students together. The mission is to train talented people to bear the world's future leadership. However, recently, the suicide rate in the academy is increasing and there is hardly any information being released to the public.   Fujimiya Aya is sent to infiltrate this school carrying out criminal investigation and disguise himself as a teacher. In fact, actually, there is a connection between Koua academy and the global terrorist activities that are frequently occur. Therefore Persia assigns Hidaka Ken and Kudou Youji as well into this mission to solve the truth and connection of the incident behind Koua academy.   (Source: AniDB) ",6.51,7283,6707,False,tv,finished_airing,"Action,Drama",13,original,1460,r,ufotable,11293,4184,398,5566,387,538,4398
447,Weiß Kreuz,https://cdn.myanimelist.net/images/anime/13/23697.webp,Knight Hunters,Weiß kreuz　ヴァイス　クロイツ,1998-04-09,1998-10-01,"Aya, Youji, Ken, and Omi are the four young men who comprise Weiss Kreuz (WK), an assassin group that eliminates certain menaces to society. Each member has his own trademark fighting style. Aya is adept at fighting with a katana, Youji has mastered the art of strangulation via strings, Ken is lethal with his metal claws, while Omi specializes in a wide array of projectiles. Under the command of a mysterious man known only as ""Persia"", the WK is dispatched to take care of drug rings, terrorist factions, and the like. But as things go along, they discover that most, if not all, the bad elements they have dealt with are somehow connected to the Takatori family. The Takatori family is rich, powerful, and influential. It seems if the problem is to be nipped in the bud, the WK would have to put an end to one of Japan's most prominent clans.  (Source: AniDB)",6.67,6292,5341,False,tv,finished_airing,"Action,Drama",25,original,1400,pg_13,"Plum,Magic Bus",20267,7878,804,9688,1061,1538,7170
448,Tenjou Tenge: The Ultimate Fight,https://cdn.myanimelist.net/images/anime/11/7362.webp,Tenjho Tenge: The Ultimate Fight,天上天下ULTIMATE FIGHT,2005-03-16,2005-03-16,"Continues from where the original series left off. The characters try to settle their conflicts with each other in this 2 episode OAV. Aya confronts her sister Maya about Nagi, while Nagi receives a challenge from Mitsuomi to fight to the death. Meanwhile, Bob trains as hard as he can for the tournament.   (Source: ANN)",6.99,4597,3743,False,ova,finished_airing,"Action,Drama,Martial Arts,Romance,Seinen,Super Power,Supernatural",2,manga,1440,r,Madhouse,44142,23951,950,33897,455,313,8518
